gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
CXCL12_17077,CXCL12,242,350,377,241
CXCL12_17078,CXCL12,252,150,55,124
CXCL12_17079,CXCL12,220,372,232,299
CXCL12_17080,CXCL12,235,254,259,119
CXCL13_28501,CXCL13,411,421,418,249
CXCL13_28502,CXCL13,619,565,725,753
CXCL13_28503,CXCL13,375,376,513,411
CXCL13_28504,CXCL13,444,466,443,451
CXCL16_46511,CXCL16,663,590,818,843
CXCL16_46512,CXCL16,750,1234,1612,1121
CXCL16_46513,CXCL16,662,676,738,843
CXCL16_46514,CXCL16,330,127,128,296
CXCL17_67757,CXCL17,744,708,737,783
CXCL17_67758,CXCL17,699,337,566,920
CXCL17_67759,CXCL17,823,884,997,1075
CXCL17_67760,CXCL17,636,802,743,498
CXCL2_7821,CXCL2,504,794,888,710
CXCL2_7822,CXCL2,540,1221,866,982
CXCL2_7823,CXCL2,280,244,248,132
CXCL2_7824,CXCL2,582,596,719,642
CXCL3_7825,CXCL3,512,479,356,481
CXCL3_7826,CXCL3,199,161,153,318
CXCL3_7827,CXCL3,222,299,219,208
CXCL3_7828,CXCL3,366,637,922,652
CXCL5_17049,CXCL5,580,752,869,826
CXCL5_17050,CXCL5,278,351,635,338
CXCL5_17051,CXCL5,487,684,693,682
CXCL5_17052,CXCL5,276,212,167,143
CXCL6_17041,CXCL6,1080,1959,2287,1418
CXCL6_17042,CXCL6,617,645,709,346
CXCL6_17043,CXCL6,962,1235,971,1039
CXCL6_17044,CXCL6,10,6,3,8
CXCL9_11493,CXCL9,170,206,294,121
CXCL9_11494,CXCL9,630,833,916,998
CXCL9_11495,CXCL9,208,128,363,192
CXCL9_11496,CXCL9,401,456,504,342
CXCR5_1749,CXCR5,365,359,686,352
CXCR5_1750,CXCR5,280,654,425,402
CXCR5_1751,CXCR5,111,378,47,194
CXCR5_1752,CXCR5,233,214,205,364
CXCR6_28843,CXCR6,1283,1678,1672,1589
CXCR6_28844,CXCR6,491,727,872,625
CXCR6_28845,CXCR6,191,285,363,244
CXCR6_28846,CXCR6,310,402,367,348
CXorf23_66789,CXorf23,462,455,925,568
CXorf23_66790,CXorf23,359,461,453,246
CXorf23_66791,CXorf23,218,249,180,392
CXorf23_66792,CXorf23,275,295,317,225
CXorf40A_56069,CXorf40A,659,826,965,1070
CXorf40A_56070,CXorf40A,197,238,137,110
CXorf40A_56071,CXorf40A,200,326,312,357
CXorf40A_56072,CXorf40A,228,279,140,285
CXorf40B_73510,CXorf40B,299,306,240,415
CXorf40B_73511,CXorf40B,659,826,965,1070
CXorf40B_73512,CXorf40B,288,156,306,262
CXorf40B_73513,CXorf40B,584,440,804,642
CXorf57_41523,CXorf57,457,574,819,709
CXorf57_41524,CXorf57,401,292,331,335
CXorf57_41525,CXorf57,230,289,80,120
CXorf57_41526,CXorf57,179,116,68,91
CXorf58_66413,CXorf58,333,256,251,150
CXorf58_66414,CXorf58,444,270,603,673
CXorf58_66415,CXorf58,263,443,334,218
CXorf58_66416,CXorf58,273,173,214,289
CXXC4_51115,CXXC4,402,251,370,357
CXXC4_51116,CXXC4,204,290,217,361
CXXC4_51117,CXXC4,310,561,456,637
CXXC4_51118,CXXC4,305,410,346,285
CYB561_4305,CYB561,214,357,394,206
CYB561_4306,CYB561,289,515,320,417
CYB561_4307,CYB561,232,455,224,228
CYB561_4308,CYB561,226,373,478,471
CYB561D2_30015,CYB561D2,307,277,342,401
CYB561D2_30016,CYB561D2,203,484,137,222
CYB561D2_30017,CYB561D2,368,616,387,540
CYB561D2_30018,CYB561D2,484,704,913,635
CYB5B_51355,CYB5B,708,847,1058,575
CYB5B_51356,CYB5B,222,253,186,127
CYB5B_51357,CYB5B,593,795,836,696
CYB5B_51358,CYB5B,297,185,144,122
CYB5D2_58865,CYB5D2,871,832,760,1270
CYB5D2_58866,CYB5D2,321,383,388,341
CYB5D2_58867,CYB5D2,223,131,268,242
CYB5D2_58868,CYB5D2,193,158,122,271
CYB5R2_39323,CYB5R2,431,653,845,604
CYB5R2_39324,CYB5R2,145,312,227,233
CYB5R2_39325,CYB5R2,167,116,189,231
CYB5R2_39326,CYB5R2,453,589,506,572
CYB5R4_38019,CYB5R4,362,300,196,165
CYB5R4_38020,CYB5R4,510,66,18,69
CYB5R4_38021,CYB5R4,190,126,244,161
CYB5R4_38022,CYB5R4,353,161,116,301
CYB5RL_73606,CYB5RL,384,307,522,376
CYB5RL_73607,CYB5RL,485,547,886,471
CYB5RL_73608,CYB5RL,0,0,0,0
CYB5RL_73609,CYB5RL,133,71,119,238
CYC1_4317,CYC1,596,458,984,343
CYC1_4318,CYC1,339,470,524,384
CYC1_4319,CYC1,413,374,235,179
CYC1_4320,CYC1,270,283,199,250
CYHR1_37283,CYHR1,532,759,900,772
CYHR1_37284,CYHR1,433,310,528,606
CYHR1_37285,CYHR1,413,555,634,525
CYHR1_37286,CYHR1,358,241,467,268
CYLC1_4321,CYLC1,630,1128,818,1010
CYLC1_4322,CYLC1,192,183,231,346
CYLC1_4323,CYLC1,637,828,962,566
CYLC1_4324,CYLC1,448,571,429,710
CYLD_4329,CYLD,426,762,640,629
CYLD_4330,CYLD,603,438,695,372
CYLD_4331,CYLD,476,525,342,224
CYLD_4332,CYLD,215,230,399,128
CYP11A1_4421,CYP11A1,294,144,123,135
CYP11A1_4422,CYP11A1,227,177,137,297
CYP11A1_4423,CYP11A1,416,345,501,513
CYP11A1_4424,CYP11A1,398,356,334,213
CYP17A1_4433,CYP17A1,381,816,516,421
CYP17A1_4434,CYP17A1,453,530,676,450
CYP17A1_4435,CYP17A1,266,265,262,115
CYP17A1_4436,CYP17A1,617,666,524,471
CYP19A1_4437,CYP19A1,565,967,842,805
CYP19A1_4438,CYP19A1,554,717,624,918
CYP19A1_4439,CYP19A1,533,687,572,677
CYP19A1_4440,CYP19A1,327,341,522,297
CYP1A1_4333,CYP1A1,993,951,948,1263
CYP1A1_4334,CYP1A1,251,344,51,309
CYP1A1_4335,CYP1A1,215,293,437,119
CYP1A1_4336,CYP1A1,294,112,110,443
CYP20A1_45415,CYP20A1,159,219,135,247
CYP20A1_45416,CYP20A1,247,256,144,274
CYP20A1_45417,CYP20A1,213,109,152,130
CYP20A1_45418,CYP20A1,297,344,287,423
CYP21A2_4441,CYP21A2,438,599,543,810
CYP21A2_4442,CYP21A2,417,636,753,787
CYP21A2_4443,CYP21A2,365,645,371,512
CYP21A2_4444,CYP21A2,363,821,509,649
CYP26A1_4449,CYP26A1,358,371,399,278
CYP26A1_4450,CYP26A1,381,308,324,380
CYP26A1_4451,CYP26A1,203,124,315,131
CYP26A1_4452,CYP26A1,232,329,357,230
CYP26B1_44283,CYP26B1,434,528,638,634
CYP26B1_44284,CYP26B1,481,506,484,272
CYP26B1_44285,CYP26B1,730,748,1058,710
CYP26B1_44286,CYP26B1,579,529,579,521
CYP26C1_69241,CYP26C1,365,570,374,276
CYP26C1_69242,CYP26C1,171,424,206,223
CYP26C1_69243,CYP26C1,562,961,878,589
CYP26C1_69244,CYP26C1,0,0,0,0
CYP27B1_4457,CYP27B1,545,513,812,1017
CYP27B1_4458,CYP27B1,459,763,613,244
CYP27B1_4459,CYP27B1,443,542,402,494
CYP27B1_4460,CYP27B1,407,297,134,322
CYP2A6_4345,CYP2A6,192,218,236,113
CYP2A6_4346,CYP2A6,299,475,372,366
CYP2A6_4347,CYP2A6,154,89,229,255
CYP2A6_4348,CYP2A6,152,154,84,167
CYP2A7_4349,CYP2A7,492,491,369,519
CYP2A7_4350,CYP2A7,369,254,269,377
CYP2A7_4351,CYP2A7,441,464,466,594
CYP2A7_4352,CYP2A7,583,559,643,559
CYP2B6_4361,CYP2B6,660,488,617,462
CYP2B6_4362,CYP2B6,354,394,338,206
CYP2B6_4363,CYP2B6,238,181,308,79
CYP2B6_4364,CYP2B6,170,373,232,138
CYP2C9_4373,CYP2C9,994,1147,1760,1723
CYP2C9_4374,CYP2C9,404,458,519,634
CYP2C9_4375,CYP2C9,380,203,191,255
CYP2C9_4376,CYP2C9,321,325,612,380
CYP2D6_4381,CYP2D6,232,349,391,408
CYP2D6_4382,CYP2D6,207,93,180,218
CYP2D6_4383,CYP2D6,296,359,220,380
CYP2D6_4384,CYP2D6,225,316,440,318
CYP2F1_4389,CYP2F1,835,892,1150,861
CYP2F1_4390,CYP2F1,1068,640,656,799
CYP2F1_4391,CYP2F1,832,557,607,564
CYP2F1_4392,CYP2F1,516,722,903,574
CYP2S1_36615,CYP2S1,198,202,108,284
CYP2S1_36616,CYP2S1,276,322,304,144
CYP2S1_36617,CYP2S1,314,278,231,214
CYP2S1_36618,CYP2S1,176,219,202,289
CYP39A1_38423,CYP39A1,188,167,428,234
CYP39A1_38424,CYP39A1,410,453,705,554
CYP39A1_38425,CYP39A1,599,859,831,408
CYP39A1_38426,CYP39A1,163,121,194,429
CYP3A5_4401,CYP3A5,194,226,68,99
CYP3A5_4402,CYP3A5,200,340,494,153
CYP3A5_4403,CYP3A5,404,377,455,348
CYP3A5_4404,CYP3A5,186,241,197,289
CYP46A1_29339,CYP46A1,644,1215,748,1111
CYP46A1_29340,CYP46A1,368,532,405,875
CYP46A1_29341,CYP46A1,495,993,960,903
CYP46A1_29342,CYP46A1,271,307,169,224
CYP4A11_4405,CYP4A11,368,718,513,679
CYP4A11_4406,CYP4A11,531,960,1498,597
CYP4A11_4407,CYP4A11,308,341,196,386
CYP4A11_4408,CYP4A11,895,1067,1050,1369
CYP4F11_46467,CYP4F11,399,231,276,638
CYP4F11_46468,CYP4F11,316,642,626,774
CYP4F11_46469,CYP4F11,729,1190,984,535
CYP4F11_46470,CYP4F11,333,770,343,521
CYP4F12_48595,CYP4F12,431,235,338,377
CYP4F12_48596,CYP4F12,560,760,662,469
CYP4F12_48597,CYP4F12,517,460,506,595
CYP4F12_48598,CYP4F12,227,145,322,235
CYP4F2_22209,CYP4F2,464,671,653,1004
CYP4F2_22210,CYP4F2,493,639,743,620
CYP4F2_22211,CYP4F2,381,360,650,389
CYP4F2_22212,CYP4F2,37,127,28,47
CYP4F22_59157,CYP4F22,260,166,314,304
CYP4F22_59158,CYP4F22,309,268,493,392
CYP4F22_59159,CYP4F22,234,432,288,184
CYP4F22_59160,CYP4F22,311,85,125,207
CYP4F3_10837,CYP4F3,252,456,241,303
CYP4F3_10838,CYP4F3,269,616,362,359
CYP4F3_10839,CYP4F3,305,430,640,320
CYP4F3_10840,CYP4F3,145,226,172,294
CYP4V2_68157,CYP4V2,601,755,830,1198
CYP4V2_68158,CYP4V2,413,327,461,438
CYP4V2_68159,CYP4V2,384,580,285,790
CYP4V2_68160,CYP4V2,338,499,499,521
CYP4Z1_64621,CYP4Z1,320,531,429,356
CYP4Z1_64622,CYP4Z1,517,306,288,553
CYP4Z1_64623,CYP4Z1,199,394,269,248
CYP4Z1_64624,CYP4Z1,170,151,364,133
CYP7A1_4413,CYP7A1,806,644,730,1065
CYP7A1_4414,CYP7A1,331,162,81,274
CYP7A1_4415,CYP7A1,424,242,393,213
CYP7A1_4416,CYP7A1,422,452,720,392
CYP8B1_4417,CYP8B1,345,215,327,341
CYP8B1_4418,CYP8B1,424,392,460,510
CYP8B1_4419,CYP8B1,278,356,141,458
CYP8B1_4420,CYP8B1,266,237,118,187
CYR61_9337,CYR61,520,566,846,710
CYR61_9338,CYR61,735,1272,1150,568
CYR61_9339,CYR61,478,530,677,933
CYR61_9340,CYR61,766,876,628,655
CYTH1_24357,CYTH1,1334,1386,1632,1587
CYTH1_24358,CYTH1,488,189,300,218
CYTH1_24359,CYTH1,509,592,352,527
CYTH1_24360,CYTH1,777,812,698,587
CYTH2_24353,CYTH2,707,766,917,1179
CYTH2_24354,CYTH2,630,421,304,597
CYTH2_24355,CYTH2,598,715,438,516
CYTH2_24356,CYTH2,299,224,321,370
CYTIP_25321,CYTIP,251,379,309,298
CYTIP_25322,CYTIP,79,16,9,62
CYTIP_25323,CYTIP,310,319,373,396
CYTIP_25324,CYTIP,214,235,199,182
CYTL1_39867,CYTL1,475,375,499,454
CYTL1_39868,CYTL1,468,680,746,427
CYTL1_39869,CYTL1,421,700,517,478
CYTL1_39870,CYTL1,251,427,386,550
CYYR1_57673,CYYR1,327,225,335,397
CYYR1_57674,CYYR1,291,283,182,360
CYYR1_57675,CYYR1,145,140,275,123
CYYR1_57676,CYYR1,135,220,94,92
DAAM1_31431,DAAM1,578,742,608,532
DAAM1_31432,DAAM1,571,644,652,395
DAAM1_31433,DAAM1,582,681,666,750
DAAM1_31434,DAAM1,302,184,154,381
DAB1_4465,DAB1,463,853,649,724
DAB1_4466,DAB1,579,615,622,576
DAB1_4467,DAB1,706,805,1277,960
DAB1_4468,DAB1,977,1761,1068,1608
DAB2_4469,DAB2,656,1020,844,806
DAB2_4470,DAB2,753,778,874,652
DAB2_4471,DAB2,294,282,459,387
DAB2_4472,DAB2,416,557,351,572
DACT1_38551,DACT1,448,634,725,601
DACT1_38552,DACT1,772,853,794,541
DACT1_38553,DACT1,252,477,357,350
DACT1_38554,DACT1,438,598,333,525
DACT3_61885,DACT3,580,1032,551,617
DACT3_61886,DACT3,415,1049,797,874
DACT3_61887,DACT3,834,917,2086,1467
DACT3_61888,DACT3,511,825,696,509
DAD1_4477,DAD1,303,14,0,0
DAD1_4478,DAD1,182,2,2,0
DAD1_4479,DAD1,175,21,8,15
DAD1_4480,DAD1,147,0,0,7
DAG1_4485,DAG1,913,901,1140,747
DAG1_4486,DAG1,915,1172,1322,968
DAG1_4487,DAG1,474,493,527,625
DAG1_4488,DAG1,519,587,424,169
DAO_4505,DAO,317,569,324,321
DAO_4506,DAO,219,291,156,375
DAO_4507,DAO,716,1028,1041,737
DAO_4508,DAO,277,301,290,314
DAPK1_4513,DAPK1,341,217,273,268
DAPK1_4514,DAPK1,581,825,797,534
DAPK1_4515,DAPK1,132,86,185,68
DAPK1_4516,DAPK1,156,177,384,185
DAPK2_33295,DAPK2,615,374,312,458
DAPK2_33296,DAPK2,169,171,146,225
DAPK2_33297,DAPK2,258,261,288,235
DAPK2_33298,DAPK2,194,157,193,108
DAPK3_4517,DAPK3,530,313,243,172
DAPK3_4518,DAPK3,676,619,669,827
DAPK3_4519,DAPK3,221,96,243,325
DAPK3_4520,DAPK3,423,545,316,415
DAPP1_35499,DAPP1,442,550,663,427
DAPP1_35500,DAPP1,546,445,866,658
DAPP1_35501,DAPP1,575,846,893,785
DAPP1_35502,DAPP1,559,935,1246,911
DARS_4521,DARS,291,43,59,47
DARS_4522,DARS,632,251,185,218
DARS_4523,DARS,362,52,71,16
DARS_4524,DARS,365,149,121,226
DAXX_4525,DAXX,225,214,208,85
DAXX_4526,DAXX,201,657,297,174
DAXX_4527,DAXX,420,447,806,658
DAXX_4528,DAXX,125,114,168,173
DAZAP1_35135,DAZAP1,504,343,481,312
DAZAP1_35136,DAZAP1,243,127,154,169
DAZAP1_35137,DAZAP1,231,167,200,190
DAZAP1_35138,DAZAP1,311,423,535,233
DAZAP2_26021,DAZAP2,429,486,834,848
DAZAP2_26022,DAZAP2,661,826,690,927
DAZAP2_26023,DAZAP2,456,386,377,520
DAZAP2_26024,DAZAP2,186,255,211,94
DAZL_4533,DAZL,466,865,672,537
DAZL_4534,DAZL,569,488,487,627
DAZL_4535,DAZL,162,133,129,355
DAZL_4536,DAZL,215,123,180,273
DBF4B_50839,DBF4B,737,750,497,610
DBF4B_50840,DBF4B,497,547,627,351
DBF4B_50841,DBF4B,8,9,9,0
DBF4B_50842,DBF4B,503,473,692,716
DBH_4541,DBH,284,585,301,409
DBH_4542,DBH,199,226,351,402
DBH_4543,DBH,198,260,269,360
DBH_4544,DBH,485,960,1068,691
DBNDD1_48695,DBNDD1,302,418,352,217
DBNDD1_48696,DBNDD1,353,384,577,614
DBNDD1_48697,DBNDD1,794,836,611,692
DBNDD1_48698,DBNDD1,573,864,624,501
DBNDD2_43607,DBNDD2,271,360,358,438
DBNDD2_43608,DBNDD2,159,160,252,180
DBNDD2_43609,DBNDD2,158,269,280,235
DBNDD2_43610,DBNDD2,459,615,730,417
DBP_4553,DBP,252,277,144,105
DBP_4554,DBP,240,169,186,287
DBP_4555,DBP,205,80,183,69
DBP_4556,DBP,103,84,127,132
DBX2_72877,DBX2,383,159,370,357
DBX2_72878,DBX2,270,146,256,160
DBX2_72879,DBX2,276,381,517,155
DBX2_72880,DBX2,206,184,182,99
DCAF11_51187,DCAF11,604,673,633,427
DCAF11_51188,DCAF11,796,815,624,663
DCAF11_51189,DCAF11,475,677,814,378
DCAF11_51190,DCAF11,822,1109,1067,819
DCAF12_33911,DCAF12,761,565,1046,983
DCAF12_33912,DCAF12,172,117,104,144
DCAF12_33913,DCAF12,393,614,640,542
DCAF12_33914,DCAF12,502,669,438,905
DCAF13_33971,DCAF13,380,13,52,60
DCAF13_33972,DCAF13,223,18,69,39
DCAF13_33973,DCAF13,312,194,131,383
DCAF13_33974,DCAF13,294,108,83,88
DCAF15_55439,DCAF15,226,306,99,220
DCAF15_55440,DCAF15,118,131,171,320
DCAF15_55441,DCAF15,248,470,237,309
DCAF15_55442,DCAF15,324,312,418,169
DCAF4L1_68153,DCAF4L1,608,1615,1261,1022
DCAF4L1_68154,DCAF4L1,585,794,418,968
DCAF4L1_68155,DCAF4L1,268,230,152,593
DCAF4L1_68156,DCAF4L1,430,430,500,204
DCAF4L2_60537,DCAF4L2,403,624,801,471
DCAF4L2_60538,DCAF4L2,162,79,29,115
DCAF4L2_60539,DCAF4L2,778,874,494,468
DCAF4L2_60540,DCAF4L2,310,274,274,170
DCAF5_23073,DCAF5,573,613,733,923
DCAF5_23074,DCAF5,111,110,114,34
DCAF5_23075,DCAF5,247,395,582,185
DCAF5_23076,DCAF5,138,153,194,418
DCAF6_43503,DCAF6,763,1100,1518,922
DCAF6_43504,DCAF6,740,1221,1533,1087
DCAF6_43505,DCAF6,683,608,482,887
DCAF6_43506,DCAF6,586,660,1011,431
DCAF8_37323,DCAF8,657,1247,1137,862
DCAF8_37324,DCAF8,751,1306,915,727
DCAF8_37325,DCAF8,715,915,614,774
DCAF8_37326,DCAF8,121,121,84,85
DCAF8L2_69817,DCAF8L2,721,816,844,757
DCAF8L2_69818,DCAF8L2,824,1307,1390,809
DCAF8L2_69819,DCAF8L2,425,701,316,602
DCAF8L2_69820,DCAF8L2,684,1040,806,852
DCBLD1_68277,DCBLD1,893,1178,1613,1265
DCBLD1_68278,DCBLD1,445,770,442,478
DCBLD1_68279,DCBLD1,953,1267,1036,1279
DCBLD1_68280,DCBLD1,204,303,211,153
DCDC1_69277,DCDC1,284,394,263,232
DCDC1_69278,DCDC1,346,426,390,470
DCDC1_69279,DCDC1,252,163,302,313
DCDC1_69280,DCDC1,179,152,151,161
DCDC2_38831,DCDC2,289,408,502,600
DCDC2_38832,DCDC2,400,591,642,472
DCDC2_38833,DCDC2,539,863,808,646
DCDC2_38834,DCDC2,323,540,426,334
DCDC2B_62117,DCDC2B,187,198,107,129
DCDC2B_62118,DCDC2B,223,406,397,316
DCDC2B_62119,DCDC2B,195,82,166,368
DCDC2B_62120,DCDC2B,173,190,260,321
DCLK1_24161,DCLK1,774,928,1115,434
DCLK1_24162,DCLK1,431,424,439,297
DCLK1_24163,DCLK1,457,441,962,956
DCLK1_24164,DCLK1,950,1430,1434,1621
DCLK3_54935,DCLK3,293,493,272,280
DCLK3_54936,DCLK3,344,218,261,330
DCLK3_54937,DCLK3,154,303,182,179
DCLK3_54938,DCLK3,107,89,194,64
DCLRE1A_26493,DCLRE1A,582,883,577,666
DCLRE1A_26494,DCLRE1A,341,401,256,335
DCLRE1A_26495,DCLRE1A,438,607,683,437
DCLRE1A_26496,DCLRE1A,306,339,347,316
DCLRE1B_48195,DCLRE1B,270,45,66,18
DCLRE1B_48196,DCLRE1B,716,355,259,246
DCLRE1B_48197,DCLRE1B,99,37,160,109
DCLRE1B_48198,DCLRE1B,223,161,84,93
DCN_4573,DCN,409,557,755,455
DCN_4574,DCN,269,204,188,235
DCN_4575,DCN,266,534,356,286
DCN_4576,DCN,141,158,93,176
DCP2_63945,DCP2,882,1113,1175,1138
DCP2_63946,DCP2,160,227,158,242
DCP2_63947,DCP2,401,560,347,341
DCP2_63948,DCP2,339,337,393,178
DCST1_62125,DCST1,300,293,515,222
DCST1_62126,DCST1,554,507,451,413
DCST1_62127,DCST1,536,951,578,806
DCST1_62128,DCST1,579,434,507,374
DCTD_4577,DCTD,328,375,492,398
DCTD_4578,DCTD,663,1165,1020,701
DCTD_4579,DCTD,341,581,323,656
DCTD_4580,DCTD,313,442,435,302
DCTN3_30619,DCTN3,491,225,463,321
DCTN3_30620,DCTN3,311,469,416,217
DCTN3_30621,DCTN3,294,544,844,375
DCTN3_30622,DCTN3,546,409,344,348
DCTN5_53715,DCTN5,507,52,20,99
DCTN5_53716,DCTN5,390,56,109,57
DCTN5_53717,DCTN5,331,15,0,0
DCTN5_53718,DCTN5,278,13,66,86
DCUN1D1_39803,DCUN1D1,611,290,742,531
DCUN1D1_39804,DCUN1D1,323,169,157,252
DCUN1D1_39805,DCUN1D1,229,286,403,273
DCUN1D1_39806,DCUN1D1,219,147,133,171
DCUN1D3_58669,DCUN1D3,496,785,1458,778
DCUN1D3_58670,DCUN1D3,710,1340,1313,1105
DCUN1D3_58671,DCUN1D3,257,272,453,360
DCUN1D3_58672,DCUN1D3,244,323,181,255
DDA1_48711,DDA1,374,514,298,210
DDA1_48712,DDA1,361,322,561,747
DDA1_48713,DDA1,136,87,120,237
DDA1_48714,DDA1,264,241,154,225
DDB2_4601,DDB2,432,524,486,425
DDB2_4602,DDB2,385,666,520,587
DDB2_4603,DDB2,175,265,179,175
DDB2_4604,DDB2,421,416,427,425
DDHD1_51391,DDHD1,262,314,424,261
DDHD1_51392,DDHD1,194,72,90,181
DDHD1_51393,DDHD1,799,787,636,740
DDHD1_51394,DDHD1,233,183,193,259
DDIT4_40191,DDIT4,655,1226,1013,997
DDIT4_40192,DDIT4,634,872,956,822
DDIT4_40193,DDIT4,605,859,956,554
DDIT4_40194,DDIT4,532,638,374,494
DDIT4L_57441,DDIT4L,612,787,828,746
DDIT4L_57442,DDIT4L,876,1544,1689,984
DDIT4L_57443,DDIT4L,207,296,448,449
DDIT4L_57444,DDIT4L,449,763,705,534
DDN_31755,DDN,495,427,311,442
DDN_31756,DDN,637,592,625,893
DDN_31757,DDN,245,338,262,283
DDN_31758,DDN,331,229,222,367
DDO_22205,DDO,1025,1019,993,1516
DDO_22206,DDO,338,442,304,302
DDO_22207,DDO,548,694,852,550
DDO_22208,DDO,604,614,475,770
DDR2_12913,DDR2,1026,819,978,1240
DDR2_12914,DDR2,413,428,461,283
DDR2_12915,DDR2,579,769,670,963
DDR2_12916,DDR2,589,537,544,459
DDTL_75112,DDTL,754,520,423,424
DDTL_75113,DDTL,682,717,685,691
DDTL_75114,DDTL,70,45,37,147
DDTL_75115,DDTL,425,430,410,700
DDX1_4633,DDX1,678,415,462,430
DDX1_4634,DDX1,243,114,177,138
DDX1_4635,DDX1,194,231,117,139
DDX1_4636,DDX1,625,186,203,257
DDX17_28357,DDX17,471,620,568,514
DDX17_28358,DDX17,245,94,271,129
DDX17_28359,DDX17,470,322,485,426
DDX17_28360,DDX17,314,160,263,477
DDX18_23301,DDX18,332,252,270,196
DDX18_23302,DDX18,230,104,122,63
DDX18_23303,DDX18,108,0,6,21
DDX18_23304,DDX18,267,37,0,0
DDX19B_30651,DDX19B,562,620,831,947
DDX19B_30652,DDX19B,599,974,578,690
DDX19B_30653,DDX19B,561,283,243,383
DDX19B_30654,DDX19B,387,324,757,397
DDX20_30499,DDX20,623,1,36,6
DDX20_30500,DDX20,397,650,498,641
DDX20_30501,DDX20,643,89,93,82
DDX20_30502,DDX20,408,10,59,39
DDX21_24133,DDX21,219,77,64,56
DDX21_24134,DDX21,176,14,92,47
DDX21_24135,DDX21,202,0,1,10
DDX21_24136,DDX21,231,5,45,0
DDX24_44919,DDX24,1010,465,918,581
DDX24_44920,DDX24,177,104,75,103
DDX24_44921,DDX24,190,115,5,19
DDX24_44922,DDX24,632,332,200,163
DDX25_36535,DDX25,444,348,575,449
DDX25_36536,DDX25,499,241,396,357
DDX25_36537,DDX25,192,296,209,152
DDX25_36538,DDX25,604,850,655,761
DDX27_42955,DDX27,245,93,233,74
DDX27_42956,DDX27,435,341,136,181
DDX27_42957,DDX27,466,58,0,10
DDX27_42958,DDX27,279,205,303,262
DDX39B_21081,DDX39B,238,265,393,369
DDX39B_21082,DDX39B,234,374,372,218
DDX39B_21083,DDX39B,244,236,179,413
DDX39B_21084,DDX39B,289,138,115,128
DDX3X_4637,DDX3X,470,374,319,129
DDX3X_4638,DDX3X,715,6,33,30
DDX3X_4639,DDX3X,268,12,0,0
DDX3X_4640,DDX3X,0,0,0,0
DDX3Y_22573,DDX3Y,575,698,797,782
DDX3Y_22574,DDX3Y,272,679,195,300
DDX3Y_22575,DDX3Y,190,240,435,125
DDX3Y_22576,DDX3Y,221,211,171,98
DDX4_40123,DDX4,468,558,545,351
DDX4_40124,DDX4,253,218,214,158
DDX4_40125,DDX4,216,181,210,207
DDX4_40126,DDX4,222,307,220,169
DDX41_38735,DDX41,859,13,65,186
DDX41_38736,DDX41,900,108,62,155
DDX41_38737,DDX41,575,217,417,342
DDX41_38738,DDX41,834,485,369,386
DDX42_30763,DDX42,349,29,98,52
DDX42_30764,DDX42,240,132,70,123
DDX42_30765,DDX42,478,226,110,120
DDX42_30766,DDX42,231,291,263,256
DDX43_42579,DDX43,620,566,559,314
DDX43_42580,DDX43,243,654,305,448
DDX43_42581,DDX43,89,49,225,61
DDX43_42582,DDX43,140,154,168,90
DDX47_38123,DDX47,279,144,108,83
DDX47_38124,DDX47,191,10,5,146
DDX47_38125,DDX47,158,194,26,76
DDX47_38126,DDX47,205,9,5,57
DDX50_48703,DDX50,436,485,372,396
DDX50_48704,DDX50,537,344,675,177
DDX50_48705,DDX50,555,760,770,683
DDX50_48706,DDX50,206,201,107,176
DDX52_29971,DDX52,746,637,973,394
DDX52_29972,DDX52,652,285,228,198
DDX52_29973,DDX52,423,61,48,2
DDX52_29974,DDX52,391,195,58,129
DDX54_48787,DDX54,796,79,57,19
DDX54_48788,DDX54,477,62,41,40
DDX54_48789,DDX54,812,84,0,76
DDX54_48790,DDX54,568,206,275,261
DDX59_52167,DDX59,374,233,129,350
DDX59_52168,DDX59,293,240,210,211
DDX59_52169,DDX59,304,7,130,40
DDX59_52170,DDX59,373,206,47,167
DDX6_4645,DDX6,447,68,195,100
DDX6_4646,DDX6,871,528,298,238
DDX6_4647,DDX6,312,193,309,202
DDX6_4648,DDX6,377,148,96,247
DDX60_42751,DDX60,217,114,301,207
DDX60_42752,DDX60,149,198,259,205
DDX60_42753,DDX60,233,304,370,142
DDX60_42754,DDX60,186,259,218,130
DEAF1_28361,DEAF1,338,660,354,699
DEAF1_28362,DEAF1,191,302,153,451
DEAF1_28363,DEAF1,765,951,1166,851
DEAF1_28364,DEAF1,294,378,190,454
DECR1_4673,DECR1,482,535,442,656
DECR1_4674,DECR1,737,786,1034,731
DECR1_4675,DECR1,420,625,693,639
DECR1_4676,DECR1,363,520,433,607
DEF8_40755,DEF8,1048,1827,1385,1394
DEF8_40756,DEF8,328,334,185,178
DEF8_40757,DEF8,440,432,511,389
DEF8_40758,DEF8,230,266,149,199
DEFB1_4697,DEFB1,294,303,248,320
DEFB1_4698,DEFB1,416,696,747,359
DEFB1_4699,DEFB1,354,485,569,354
DEFB1_4700,DEFB1,264,373,112,434
DEFB108B_66129,DEFB108B,277,166,354,421
DEFB108B_66130,DEFB108B,362,453,465,350
DEFB108B_66131,DEFB108B,249,221,358,160
DEFB108B_66132,DEFB108B,309,179,227,312
